inverter_name,event_name,event_code,event_type,time_start_utc,time_end_utc,duration_min,description
SKB-TS2-INV08,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:42:59.8710000Z,2026-03-20T10:43:25.9880000Z,0.0,DispatchRun
SKB-TS2-INV04,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:42:59.9910000Z,2026-03-20T10:43:26.0720000Z,0.0,DispatchRun
SKB-TS1-INV05,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:43:00.0070000Z,2026-03-20T10:43:26.0730000Z,0.0,DispatchRun
SKB-TS2-INV01,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:56:25.1620000Z,2026-03-20T10:57:25.1580000Z,0.0,DispatchRun
SKB-TS2-INV05,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:56:27.2660000Z,2026-03-20T10:56:58.1040000Z,0.0,DispatchRun
SKB-TS1-INV01,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:56:27.2690000Z,2026-03-20T10:57:28.0890000Z,0.0,DispatchRun
SKB-TS2-INV06,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:56:27.4010000Z,2026-03-20T10:56:58.3270000Z,0.0,DispatchRun
SKB-TS1-INV03,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:56:27.4030000Z,2026-03-20T10:56:58.3960000Z,0.0,DispatchRun
SKB-TS2-INV02,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:56:27.5050000Z,2026-03-20T10:56:58.4430000Z,0.0,DispatchRun
SKB-TS1-INV08,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:56:27.5070000Z,2026-03-20T10:56:58.4970000Z,0.0,DispatchRun
SKB-TS2-INV03,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:56:27.6330000Z,2026-03-20T10:56:58.5560000Z,0.0,DispatchRun
SKB-TS1-INV04,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:56:27.6340000Z,2026-03-20T10:56:58.6210000Z,0.0,DispatchRun
SKB-TS1-INV07,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:56:27.6940000Z,2026-03-20T10:56:58.7500000Z,0.0,DispatchRun
SKB-TS2-INV04,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:56:27.8490000Z,2026-03-20T10:56:58.8910000Z,0.0,DispatchRun
SKB-TS1-INV05,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:56:27.8500000Z,2026-03-20T10:56:58.9490000Z,0.0,DispatchRun
SKB-TS2-INV01,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:58:25.1990000Z,2026-03-20T10:59:26.7550000Z,0.0,DispatchRun
SKB-TS2-INV03,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:58:25.6890000Z,2026-03-20T10:59:27.2490000Z,0.0,DispatchRun
SKB-TS2-INV01,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:59:55.1290000Z,2026-03-20T11:01:25.1710000Z,0.0,DispatchRun
SKB-TS2-INV05,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:59:56.2550000Z,2026-03-20T11:01:25.3290000Z,0.0,DispatchRun
SKB-TS1-INV01,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:59:56.2560000Z,2026-03-20T11:01:25.3300000Z,0.0,DispatchRun
SKB-TS2-INV06,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:59:56.3090000Z,2026-03-20T11:01:25.4620000Z,0.0,DispatchRun
SKB-TS1-INV03,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:59:56.3100000Z,2026-03-20T11:01:25.4630000Z,0.0,DispatchRun
SKB-TS1-INV08,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:59:56.4320000Z,2026-03-20T11:01:25.6310000Z,0.0,DispatchRun
SKB-TS2-INV02,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:59:56.4330000Z,2026-03-20T11:01:25.6300000Z,0.0,DispatchRun
SKB-TS1-INV04,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:59:56.4930000Z,2026-03-20T11:01:25.7570000Z,0.0,DispatchRun
SKB-TS2-INV03,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:59:56.4990000Z,2026-03-20T11:01:25.7550000Z,0.0,DispatchRun
SKB-TS1-INV07,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:59:56.5640000Z,2026-03-20T11:01:25.8680000Z,0.0,DispatchRun
SKB-TS2-INV08,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:59:56.6630000Z,2026-03-20T11:00:25.9260000Z,0.0,DispatchRun
SKB-TS1-INV05,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:59:56.7340000Z,2026-03-20T11:01:26.1020000Z,0.0,DispatchRun
SKB-TS2-INV04,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:59:56.7400000Z,2026-03-20T11:01:26.1000000Z,0.0,DispatchRun
SKB-TS1-INV02,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T11:00:56.9650000Z,2026-03-20T11:01:25.9830000Z,0.0,DispatchRun
SKB-TS2-INV08,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T11:00:56.9980000Z,2026-03-20T11:01:25.9800000Z,0.0,DispatchRun
SKB-TS1-INV02,AlarmWorkState1-AlarmRun,1001,Alarm,2026-03-20T11:01:25.9830000Z,2026-03-20T11:06:27.5260000Z,0.0,AlarmRun
SKB-TS1-INV01,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T11:05:56.2010000Z,2026-03-20T11:27:28.2190000Z,0.0,DispatchRun
SKB-TS2-INV05,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T11:05:56.2110000Z,2026-03-20T11:27:28.2630000Z,0.0,DispatchRun
