date,inverter_name,energy_kwh,max_power_kw,rated_kw,capacity_factor_pct
2026-01-26,FJL-TS6-INV04,45.15,22.91,252.5,0.75
2026-01-26,FJL-TS6-INV05,48.9,24.72,252.5,0.81
2026-01-26,FJL-TS6-INV06,37.62,16.88,252.5,0.62
2026-01-26,FJL-TS6-INV07,40.17,19.16,252.5,0.66
2026-01-26,FJL-TS6-INV08,41.56,19.95,252.5,0.69
2026-01-26,FJL-TS6-INV09,47.53,23.48,252.5,0.78
2026-01-26,FJL-TS6-INV10,38.97,18.26,252.5,0.64
2026-01-27,FJL-TS1-INV01,48.82,11.71,252.5,0.81
2026-01-27,FJL-TS1-INV02,54.41,13.01,252.5,0.9
2026-01-27,FJL-TS1-INV03,39.96,9.62,252.5,0.66
2026-01-27,FJL-TS1-INV04,36.89,8.97,252.5,0.61
2026-01-27,FJL-TS1-INV05,36.61,8.84,252.5,0.6
2026-01-27,FJL-TS1-INV06,41.03,9.88,252.5,0.68
2026-01-27,FJL-TS1-INV07,39.18,9.5,252.5,0.65
2026-01-27,FJL-TS1-INV08,40.2,9.66,252.5,0.66
2026-01-27,FJL-TS1-INV09,43.81,10.59,252.5,0.72
2026-01-27,FJL-TS1-INV10,36.47,8.81,252.5,0.6
2026-01-27,FJL-TS2-INV01,39.23,9.49,252.5,0.65
2026-01-27,FJL-TS2-INV02,43.35,10.51,252.5,0.72
2026-01-27,FJL-TS2-INV03,39.41,9.53,252.5,0.65
2026-01-27,FJL-TS2-INV04,38.27,9.22,252.5,0.63
2026-01-27,FJL-TS2-INV05,49.8,11.9,252.5,0.82
2026-01-27,FJL-TS2-INV06,47.79,11.46,252.5,0.79
2026-01-27,FJL-TS2-INV07,42.91,10.3,252.5,0.71
2026-01-27,FJL-TS2-INV08,42.65,10.29,252.5,0.7
2026-01-27,FJL-TS2-INV09,37.15,9.01,252.5,0.61
2026-01-27,FJL-TS2-INV10,44.07,10.65,252.5,0.73
2026-01-27,FJL-TS3-INV01,46.01,11.02,252.5,0.76
2026-01-27,FJL-TS3-INV02,52.14,12.4,252.5,0.86
2026-01-27,FJL-TS3-INV03,54.77,13.1,252.5,0.9
2026-01-27,FJL-TS3-INV04,44.35,10.57,252.5,0.73
2026-01-27,FJL-TS3-INV05,38.41,9.27,252.5,0.63
2026-01-27,FJL-TS3-INV06,41.9,10.05,252.5,0.69
2026-01-27,FJL-TS3-INV07,43.26,10.35,252.5,0.71
2026-01-27,FJL-TS3-INV08,43.08,10.26,252.5,0.71
2026-01-27,FJL-TS4-INV01,48.74,11.72,252.5,0.8
2026-01-27,FJL-TS4-INV02,34.36,8.39,252.5,0.57
2026-01-27,FJL-TS4-INV03,26.55,6.58,252.5,0.44
2026-01-27,FJL-TS4-INV04,39.0,9.53,252.5,0.64
2026-01-27,FJL-TS4-INV05,53.58,12.93,252.5,0.88
2026-01-27,FJL-TS4-INV06,39.8,9.65,252.5,0.66
2026-01-27,FJL-TS4-INV07,45.25,10.91,252.5,0.75
2026-01-27,FJL-TS4-INV08,62.05,14.8,252.5,1.02
2026-01-27,FJL-TS5-INV01,35.22,8.49,252.5,0.58
2026-01-27,FJL-TS5-INV02,31.11,7.51,252.5,0.51
2026-01-27,FJL-TS5-INV03,38.41,9.23,252.5,0.63
2026-01-27,FJL-TS5-INV04,30.67,7.46,252.5,0.51
2026-01-27,FJL-TS5-INV05,31.65,7.69,252.5,0.52
2026-01-27,FJL-TS5-INV06,33.09,8.06,252.5,0.55
2026-01-27,FJL-TS5-INV07,31.27,7.59,252.5,0.52
2026-01-27,FJL-TS5-INV08,38.08,9.19,252.5,0.63
2026-01-27,FJL-TS5-INV09,33.26,8.01,252.5,0.55
2026-01-27,FJL-TS5-INV10,32.63,7.89,252.5,0.54
2026-01-27,FJL-TS6-INV01,30.76,7.42,252.5,0.51
2026-01-27,FJL-TS6-INV02,31.71,7.81,252.5,0.52
2026-01-27,FJL-TS6-INV03,37.05,8.98,252.5,0.61
2026-01-27,FJL-TS6-INV04,46.16,10.98,252.5,0.76
2026-01-27,FJL-TS6-INV05,41.93,9.97,252.5,0.69
2026-01-27,FJL-TS6-INV06,32.25,7.75,252.5,0.53
2026-01-27,FJL-TS6-INV07,35.2,8.52,252.5,0.58
2026-01-27,FJL-TS6-INV08,34.52,8.29,252.5,0.57
2026-01-27,FJL-TS6-INV09,42.99,10.24,252.5,0.71
2026-01-27,FJL-TS6-INV10,37.14,8.93,252.5,0.61
2026-01-28,FJL-TS1-INV01,113.1,43.37,252.5,1.87
2026-01-28,FJL-TS1-INV02,120.33,43.95,252.5,1.99
2026-01-28,FJL-TS1-INV03,95.97,32.72,252.5,1.58
2026-01-28,FJL-TS1-INV04,85.04,29.08,252.5,1.4
2026-01-28,FJL-TS1-INV05,84.92,27.91,252.5,1.4
2026-01-28,FJL-TS1-INV06,91.65,30.15,252.5,1.51
2026-01-28,FJL-TS1-INV07,83.85,26.91,252.5,1.38
2026-01-28,FJL-TS1-INV08,83.55,26.36,252.5,1.38
2026-01-28,FJL-TS1-INV09,92.82,33.1,252.5,1.53
2026-01-28,FJL-TS1-INV10,72.22,23.59,252.5,1.19
2026-01-28,FJL-TS2-INV01,83.85,29.81,252.5,1.38
2026-01-28,FJL-TS2-INV02,100.44,34.22,252.5,1.66
2026-01-28,FJL-TS2-INV03,95.06,31.41,252.5,1.57
2026-01-28,FJL-TS2-INV04,88.16,29.04,252.5,1.45
2026-01-28,FJL-TS2-INV05,106.73,35.13,252.5,1.76
2026-01-28,FJL-TS2-INV06,103.09,37.14,252.5,1.7
2026-01-28,FJL-TS2-INV07,94.56,32.25,252.5,1.56
2026-01-28,FJL-TS2-INV08,90.93,28.86,252.5,1.5
2026-01-28,FJL-TS2-INV09,84.02,27.89,252.5,1.39
2026-01-28,FJL-TS2-INV10,90.35,29.26,252.5,1.49
