ar,region,effektklass,solcellsanlaggningar_antal,installerad_effekt_(mw)
2018,1445 Essunga,Totalt,49.0,0.6
2018,1446 Karlsborg,< 20 kW,17.0,0.17
2018,1446 Karlsborg,20 kW - 1 000 kW,2.0,0.04
2018,1446 Karlsborg,> 1 000 kW,0.0,0.0
2018,1446 Karlsborg,Totalt,19.0,0.21
2018,1447 Gullspång,< 20 kW,24.0,0.23
2018,1447 Gullspång,20 kW - 1 000 kW,3.0,0.33
2018,1447 Gullspång,> 1 000 kW,0.0,0.0
2018,1447 Gullspång,Totalt,27.0,0.56
2018,1452 Tranemo,< 20 kW,52.0,0.45
2018,1452 Tranemo,20 kW - 1 000 kW,7.0,0.22
2018,1452 Tranemo,> 1 000 kW,0.0,0.0
2018,1452 Tranemo,Totalt,59.0,0.67
2018,1460 Bengtsfors,< 20 kW,44.0,0.39
2018,1460 Bengtsfors,20 kW - 1 000 kW,2.0,0.07
2018,1460 Bengtsfors,> 1 000 kW,0.0,0.0
2018,1460 Bengtsfors,Totalt,46.0,0.46
2018,1461 Mellerud,< 20 kW,43.0,0.37
2018,1461 Mellerud,20 kW - 1 000 kW,3.0,0.08
2018,1461 Mellerud,> 1 000 kW,0.0,0.0
2018,1461 Mellerud,Totalt,46.0,0.45
2018,1462 Lilla Edet,< 20 kW,23.0,0.16
2018,1462 Lilla Edet,20 kW - 1 000 kW,6.0,0.18
2018,1462 Lilla Edet,> 1 000 kW,0.0,0.0
2018,1462 Lilla Edet,Totalt,29.0,0.34
2018,1463 Mark,< 20 kW,109.0,1.03
2018,1463 Mark,20 kW - 1 000 kW,14.0,0.54
2018,1463 Mark,> 1 000 kW,0.0,0.0
2018,1463 Mark,Totalt,123.0,1.57
2018,1465 Svenljunga,< 20 kW,42.0,0.42
2018,1465 Svenljunga,20 kW - 1 000 kW,2.0,0.12
2018,1465 Svenljunga,> 1 000 kW,0.0,0.0
2018,1465 Svenljunga,Totalt,44.0,0.54
2018,1466 Herrljunga,< 20 kW,62.0,0.58
2018,1466 Herrljunga,20 kW - 1 000 kW,12.0,0.54
2018,1466 Herrljunga,> 1 000 kW,0.0,0.0
2018,1466 Herrljunga,Totalt,74.0,1.11
2018,1470 Vara,< 20 kW,64.0,0.59
2018,1470 Vara,20 kW - 1 000 kW,16.0,0.54
2018,1470 Vara,> 1 000 kW,0.0,0.0
2018,1470 Vara,Totalt,80.0,1.13
2018,1471 Götene,< 20 kW,42.0,0.29
2018,1471 Götene,20 kW - 1 000 kW,8.0,0.28
2018,1471 Götene,> 1 000 kW,0.0,0.0
2018,1471 Götene,Totalt,50.0,0.57
2018,1472 Tibro,< 20 kW,25.0,0.23
2018,1472 Tibro,20 kW - 1 000 kW,1.0,0.03
2018,1472 Tibro,> 1 000 kW,0.0,0.0
2018,1472 Tibro,Totalt,26.0,0.26
2018,1473 Töreboda,< 20 kW,26.0,0.24
2018,1473 Töreboda,20 kW - 1 000 kW,8.0,0.55
2018,1473 Töreboda,> 1 000 kW,0.0,0.0
2018,1473 Töreboda,Totalt,34.0,0.8
2018,1480 Göteborg,< 20 kW,592.0,5.22
2018,1480 Göteborg,20 kW - 1 000 kW,82.0,4.47
2018,1480 Göteborg,> 1 000 kW,1.0,5.0
2018,1480 Göteborg,Totalt,675.0,14.7
2018,1481 Mölndal,< 20 kW,119.0,1.22
2018,1481 Mölndal,20 kW - 1 000 kW,19.0,0.66
2018,1481 Mölndal,> 1 000 kW,0.0,0.0
2018,1481 Mölndal,Totalt,138.0,1.87
2018,1482 Kungälv,< 20 kW,108.0,0.92
2018,1482 Kungälv,20 kW - 1 000 kW,22.0,1.13
2018,1482 Kungälv,> 1 000 kW,0.0,0.0
2018,1482 Kungälv,Totalt,130.0,2.05
2018,1484 Lysekil,< 20 kW,32.0,0.26
2018,1484 Lysekil,20 kW - 1 000 kW,3.0,0.12
2018,1484 Lysekil,> 1 000 kW,0.0,0.0
2018,1484 Lysekil,Totalt,35.0,0.37
2018,1485 Uddevalla,< 20 kW,137.0,1.13
2018,1485 Uddevalla,20 kW - 1 000 kW,8.0,0.26
2018,1485 Uddevalla,> 1 000 kW,0.0,0.0
2018,1485 Uddevalla,Totalt,145.0,1.39
2018,1486 Strömstad,< 20 kW,36.0,0.29
2018,1486 Strömstad,20 kW - 1 000 kW,2.0,0.05
2018,1486 Strömstad,> 1 000 kW,0.0,0.0
2018,1486 Strömstad,Totalt,38.0,0.34
2018,1487 Vänersborg,< 20 kW,80.0,0.68
2018,1487 Vänersborg,20 kW - 1 000 kW,12.0,0.68
2018,1487 Vänersborg,> 1 000 kW,0.0,0.0
2018,1487 Vänersborg,Totalt,92.0,1.36
2018,1488 Trollhättan,< 20 kW,71.0,0.61
2018,1488 Trollhättan,20 kW - 1 000 kW,17.0,0.86
2018,1488 Trollhättan,> 1 000 kW,0.0,0.0
2018,1488 Trollhättan,Totalt,88.0,1.47
2018,1489 Alingsås,< 20 kW,120.0,1.09
2018,1489 Alingsås,20 kW - 1 000 kW,22.0,0.91
2018,1489 Alingsås,> 1 000 kW,0.0,0.0
2018,1489 Alingsås,Totalt,142.0,2.0
2018,1490 Borås,< 20 kW,192.0,1.81
2018,1490 Borås,20 kW - 1 000 kW,29.0,1.73
2018,1490 Borås,> 1 000 kW,0.0,0.0
2018,1490 Borås,Totalt,221.0,3.54
2018,1491 Ulricehamn,< 20 kW,88.0,0.85
2018,1491 Ulricehamn,20 kW - 1 000 kW,18.0,0.61
2018,1491 Ulricehamn,> 1 000 kW,0.0,0.0
2018,1491 Ulricehamn,Totalt,106.0,1.46
2018,1492 Åmål,< 20 kW,19.0,0.15
2018,1492 Åmål,20 kW - 1 000 kW,2.0,0.07
2018,1492 Åmål,> 1 000 kW,0.0,0.0
2018,1492 Åmål,Totalt,21.0,0.23
2018,1493 Mariestad,< 20 kW,61.0,0.57
2018,1493 Mariestad,20 kW - 1 000 kW,6.0,0.32
2018,1493 Mariestad,> 1 000 kW,0.0,0.0
2018,1493 Mariestad,Totalt,67.0,0.88
2018,1494 Lidköping,< 20 kW,116.0,0.96
2018,1494 Lidköping,20 kW - 1 000 kW,31.0,1.33
2018,1494 Lidköping,> 1 000 kW,0.0,0.0
2018,1494 Lidköping,Totalt,147.0,2.29
2018,1495 Skara,< 20 kW,44.0,0.37
2018,1495 Skara,20 kW - 1 000 kW,5.0,0.17
2018,1495 Skara,> 1 000 kW,0.0,0.0
2018,1495 Skara,Totalt,49.0,0.54
2018,1496 Skövde,< 20 kW,107.0,0.99
2018,1496 Skövde,20 kW - 1 000 kW,17.0,1.81
2018,1496 Skövde,> 1 000 kW,0.0,0.0
2018,1496 Skövde,Totalt,124.0,2.8
2018,1497 Hjo,< 20 kW,27.0,0.25
2018,1497 Hjo,20 kW - 1 000 kW,6.0,0.34
2018,1497 Hjo,> 1 000 kW,0.0,0.0
2018,1497 Hjo,Totalt,33.0,0.59
2018,1498 Tidaholm,< 20 kW,..,..
2018,1498 Tidaholm,20 kW - 1 000 kW,3.0,0.09
2018,1498 Tidaholm,> 1 000 kW,0.0,0.0
2018,1498 Tidaholm,Totalt,..,..
2018,1499 Falköping,< 20 kW,110.0,0.96
2018,1499 Falköping,20 kW - 1 000 kW,16.0,0.42
2018,1499 Falköping,> 1 000 kW,0.0,0.0
2018,1499 Falköping,Totalt,126.0,1.38
2018,1715 Kil,< 20 kW,34.0,0.3
2018,1715 Kil,20 kW - 1 000 kW,2.0,0.08
2018,1715 Kil,> 1 000 kW,0.0,0.0
2018,1715 Kil,Totalt,36.0,0.37
2018,1730 Eda,< 20 kW,13.0,0.11
2018,1730 Eda,20 kW - 1 000 kW,1.0,0.03
2018,1730 Eda,> 1 000 kW,0.0,0.0
2018,1730 Eda,Totalt,14.0,0.14
2018,1737 Torsby,< 20 kW,33.0,0.32
2018,1737 Torsby,20 kW - 1 000 kW,5.0,0.22
2018,1737 Torsby,> 1 000 kW,0.0,0.0
2018,1737 Torsby,Totalt,38.0,0.53
2018,1760 Storfors,< 20 kW,8.0,0.04
2018,1760 Storfors,20 kW - 1 000 kW,2.0,0.1
2018,1760 Storfors,> 1 000 kW,0.0,0.0
2018,1760 Storfors,Totalt,10.0,0.14
2018,1761 Hammarö,< 20 kW,53.0,0.48
2018,1761 Hammarö,20 kW - 1 000 kW,2.0,0.05
2018,1761 Hammarö,> 1 000 kW,0.0,0.0
2018,1761 Hammarö,Totalt,55.0,0.53
2018,1762 Munkfors,< 20 kW,6.0,0.07
2018,1762 Munkfors,20 kW - 1 000 kW,1.0,0.02
2018,1762 Munkfors,> 1 000 kW,0.0,0.0
2018,1762 Munkfors,Totalt,7.0,0.09
2018,1763 Forshaga,< 20 kW,23.0,0.22
2018,1763 Forshaga,20 kW - 1 000 kW,1.0,0.02
2018,1763 Forshaga,> 1 000 kW,0.0,0.0
2018,1763 Forshaga,Totalt,24.0,0.24
2018,1764 Grums,< 20 kW,25.0,0.23
2018,1764 Grums,20 kW - 1 000 kW,1.0,0.03
2018,1764 Grums,> 1 000 kW,0.0,0.0
2018,1764 Grums,Totalt,26.0,0.26
2018,1765 Årjäng,< 20 kW,74.0,0.57
2018,1765 Årjäng,20 kW - 1 000 kW,2.0,0.09
2018,1765 Årjäng,> 1 000 kW,0.0,0.0
2018,1765 Årjäng,Totalt,76.0,0.66
2018,1766 Sunne,< 20 kW,82.0,0.64
2018,1766 Sunne,20 kW - 1 000 kW,5.0,0.11
2018,1766 Sunne,> 1 000 kW,0.0,0.0
2018,1766 Sunne,Totalt,87.0,0.75
2018,1780 Karlstad,< 20 kW,183.0,1.57
2018,1780 Karlstad,20 kW - 1 000 kW,27.0,0.94
2018,1780 Karlstad,> 1 000 kW,0.0,0.0
2018,1780 Karlstad,Totalt,210.0,2.5
2018,1781 Kristinehamn,< 20 kW,27.0,0.2
2018,1781 Kristinehamn,20 kW - 1 000 kW,4.0,0.69
2018,1781 Kristinehamn,> 1 000 kW,0.0,0.0
2018,1781 Kristinehamn,Totalt,31.0,0.89
2018,1782 Filipstad,< 20 kW,23.0,0.2
2018,1782 Filipstad,20 kW - 1 000 kW,0.0,0.0
2018,1782 Filipstad,> 1 000 kW,0.0,0.0
2018,1782 Filipstad,Totalt,23.0,0.2
2018,1783 Hagfors,< 20 kW,43.0,0.43
2018,1783 Hagfors,20 kW - 1 000 kW,3.0,0.1
2018,1783 Hagfors,> 1 000 kW,0.0,0.0
2018,1783 Hagfors,Totalt,46.0,0.53
2018,1784 Arvika,< 20 kW,63.0,0.53
2018,1784 Arvika,20 kW - 1 000 kW,8.0,1.27
2018,1784 Arvika,> 1 000 kW,0.0,0.0
2018,1784 Arvika,Totalt,71.0,1.8
2018,1785 Säffle,< 20 kW,38.0,0.32
2018,1785 Säffle,20 kW - 1 000 kW,4.0,0.15
2018,1785 Säffle,> 1 000 kW,0.0,0.0
2018,1785 Säffle,Totalt,42.0,0.47
2018,1814 Lekeberg,< 20 kW,47.0,0.43
2018,1814 Lekeberg,20 kW - 1 000 kW,5.0,0.25
2018,1814 Lekeberg,> 1 000 kW,0.0,0.0
2018,1814 Lekeberg,Totalt,52.0,0.68
2018,1860 Laxå,< 20 kW,27.0,0.25
2018,1860 Laxå,20 kW - 1 000 kW,3.0,0.1
2018,1860 Laxå,> 1 000 kW,0.0,0.0
2018,1860 Laxå,Totalt,30.0,0.34
2018,1861 Hallsberg,< 20 kW,41.0,0.38
2018,1861 Hallsberg,20 kW - 1 000 kW,..,..
2018,1861 Hallsberg,> 1 000 kW,0.0,0.0
2018,1861 Hallsberg,Totalt,..,..
2018,1862 Degerfors,< 20 kW,36.0,0.3
2018,1862 Degerfors,20 kW - 1 000 kW,2.0,0.06
2018,1862 Degerfors,> 1 000 kW,0.0,0.0
2018,1862 Degerfors,Totalt,38.0,0.36
2018,1863 Hällefors,< 20 kW,16.0,0.1
2018,1863 Hällefors,20 kW - 1 000 kW,0.0,0.0
2018,1863 Hällefors,> 1 000 kW,0.0,0.0
2018,1863 Hällefors,Totalt,16.0,0.1
2018,1864 Ljusnarsberg,< 20 kW,7.0,0.06
2018,1864 Ljusnarsberg,20 kW - 1 000 kW,1.0,0.04
2018,1864 Ljusnarsberg,> 1 000 kW,0.0,0.0
2018,1864 Ljusnarsberg,Totalt,8.0,0.11
2018,1880 Örebro,< 20 kW,221.0,1.95
2018,1880 Örebro,20 kW - 1 000 kW,46.0,2.46
2018,1880 Örebro,> 1 000 kW,0.0,0.0
2018,1880 Örebro,Totalt,267.0,4.41
2018,1881 Kumla,< 20 kW,51.0,0.48
2018,1881 Kumla,20 kW - 1 000 kW,4.0,0.15
2018,1881 Kumla,> 1 000 kW,0.0,0.0
2018,1881 Kumla,Totalt,55.0,0.63
2018,1882 Askersund,< 20 kW,52.0,0.5
2018,1882 Askersund,20 kW - 1 000 kW,..,..
2018,1882 Askersund,> 1 000 kW,0.0,0.0
2018,1882 Askersund,Totalt,..,..
2018,1883 Karlskoga,< 20 kW,46.0,0.35
2018,1883 Karlskoga,20 kW - 1 000 kW,6.0,0.31
2018,1883 Karlskoga,> 1 000 kW,0.0,0.0
2018,1883 Karlskoga,Totalt,52.0,0.66
2018,1884 Nora,< 20 kW,18.0,0.18
2018,1884 Nora,20 kW - 1 000 kW,2.0,0.06
2018,1884 Nora,> 1 000 kW,0.0,0.0
2018,1884 Nora,Totalt,20.0,0.23
2018,1885 Lindesberg,< 20 kW,46.0,0.31
2018,1885 Lindesberg,20 kW - 1 000 kW,..,..
2018,1885 Lindesberg,> 1 000 kW,0.0,0.0
2018,1885 Lindesberg,Totalt,..,..
2018,1904 Skinnskatteberg,< 20 kW,15.0,0.13
2018,1904 Skinnskatteberg,20 kW - 1 000 kW,1.0,0.04
2018,1904 Skinnskatteberg,> 1 000 kW,0.0,0.0
2018,1904 Skinnskatteberg,Totalt,16.0,0.17
2018,1907 Surahammar,< 20 kW,17.0,0.12
2018,1907 Surahammar,20 kW - 1 000 kW,1.0,0.04
2018,1907 Surahammar,> 1 000 kW,0.0,0.0
2018,1907 Surahammar,Totalt,18.0,0.16
2018,1960 Kungsör,< 20 kW,18.0,0.13
2018,1960 Kungsör,20 kW - 1 000 kW,4.0,0.17
2018,1960 Kungsör,> 1 000 kW,0.0,0.0
2018,1960 Kungsör,Totalt,22.0,0.29
2018,1961 Hallstahammar,< 20 kW,29.0,0.28
2018,1961 Hallstahammar,20 kW - 1 000 kW,13.0,0.53
2018,1961 Hallstahammar,> 1 000 kW,0.0,0.0
2018,1961 Hallstahammar,Totalt,42.0,0.81
2018,1962 Norberg,< 20 kW,18.0,0.16
2018,1962 Norberg,20 kW - 1 000 kW,2.0,0.12
2018,1962 Norberg,> 1 000 kW,0.0,0.0
2018,1962 Norberg,Totalt,20.0,0.29
2018,1980 Västerås,< 20 kW,267.0,1.94
2018,1980 Västerås,20 kW - 1 000 kW,95.0,5.53
2018,1980 Västerås,> 1 000 kW,1.0,1.0
2018,1980 Västerås,Totalt,363.0,8.47
2018,1981 Sala,< 20 kW,124.0,1.2
2018,1981 Sala,20 kW - 1 000 kW,26.0,1.22
2018,1981 Sala,> 1 000 kW,0.0,0.0
2018,1981 Sala,Totalt,150.0,2.42
2018,1982 Fagersta,< 20 kW,..,..
2018,1982 Fagersta,20 kW - 1 000 kW,1.0,0.04
2018,1982 Fagersta,> 1 000 kW,0.0,0.0
2018,1982 Fagersta,Totalt,..,..
2018,1983 Köping,< 20 kW,70.0,0.61
2018,1983 Köping,20 kW - 1 000 kW,38.0,1.68
2018,1983 Köping,> 1 000 kW,0.0,0.0
2018,1983 Köping,Totalt,108.0,2.3
2018,1984 Arboga,< 20 kW,..,..
2018,1984 Arboga,20 kW - 1 000 kW,13.0,0.68
2018,1984 Arboga,> 1 000 kW,0.0,0.0
2018,1984 Arboga,Totalt,..,..
2018,2021 Vansbro,< 20 kW,15.0,0.14
2018,2021 Vansbro,20 kW - 1 000 kW,1.0,0.05
2018,2021 Vansbro,> 1 000 kW,0.0,0.0
2018,2021 Vansbro,Totalt,16.0,0.18
2018,2023 Malung-Sälen,< 20 kW,15.0,0.09
2018,2023 Malung-Sälen,20 kW - 1 000 kW,1.0,0.03
2018,2023 Malung-Sälen,> 1 000 kW,0.0,0.0
2018,2023 Malung-Sälen,Totalt,16.0,0.11
2018,2026 Gagnef,< 20 kW,40.0,0.32
2018,2026 Gagnef,20 kW - 1 000 kW,3.0,0.09
2018,2026 Gagnef,> 1 000 kW,0.0,0.0
2018,2026 Gagnef,Totalt,43.0,0.41
2018,2029 Leksand,< 20 kW,54.0,0.36
2018,2029 Leksand,20 kW - 1 000 kW,4.0,0.14
2018,2029 Leksand,> 1 000 kW,0.0,0.0
2018,2029 Leksand,Totalt,58.0,0.5
2018,2031 Rättvik,< 20 kW,31.0,0.23
2018,2031 Rättvik,20 kW - 1 000 kW,1.0,0.04
2018,2031 Rättvik,> 1 000 kW,0.0,0.0
2018,2031 Rättvik,Totalt,32.0,0.26
2018,2034 Orsa,< 20 kW,44.0,0.41
2018,2034 Orsa,20 kW - 1 000 kW,1.0,0.03
2018,2034 Orsa,> 1 000 kW,0.0,0.0
2018,2034 Orsa,Totalt,45.0,0.44
2018,2039 Älvdalen,< 20 kW,14.0,0.12
2018,2039 Älvdalen,20 kW - 1 000 kW,1.0,0.03
2018,2039 Älvdalen,> 1 000 kW,0.0,0.0
2018,2039 Älvdalen,Totalt,15.0,0.15
2018,2061 Smedjebacken,< 20 kW,20.0,0.18
2018,2061 Smedjebacken,20 kW - 1 000 kW,3.0,0.06
2018,2061 Smedjebacken,> 1 000 kW,0.0,0.0
2018,2061 Smedjebacken,Totalt,23.0,0.24
2018,2062 Mora,< 20 kW,45.0,0.37
2018,2062 Mora,20 kW - 1 000 kW,2.0,0.09
2018,2062 Mora,> 1 000 kW,0.0,0.0
2018,2062 Mora,Totalt,47.0,0.46
2018,2080 Falun,< 20 kW,128.0,1.0
2018,2080 Falun,20 kW - 1 000 kW,16.0,0.71
2018,2080 Falun,> 1 000 kW,0.0,0.0
2018,2080 Falun,Totalt,144.0,1.71
2018,2081 Borlänge,< 20 kW,64.0,0.48
2018,2081 Borlänge,20 kW - 1 000 kW,10.0,0.33
2018,2081 Borlänge,> 1 000 kW,0.0,0.0
2018,2081 Borlänge,Totalt,74.0,0.81
2018,2082 Säter,< 20 kW,18.0,0.16
2018,2082 Säter,20 kW - 1 000 kW,5.0,0.15
2018,2082 Säter,> 1 000 kW,0.0,0.0
2018,2082 Säter,Totalt,23.0,0.31
2018,2083 Hedemora,< 20 kW,31.0,0.28
2018,2083 Hedemora,20 kW - 1 000 kW,8.0,0.24
2018,2083 Hedemora,> 1 000 kW,0.0,0.0
2018,2083 Hedemora,Totalt,39.0,0.52
2018,2084 Avesta,< 20 kW,80.0,0.68
2018,2084 Avesta,20 kW - 1 000 kW,3.0,0.09
2018,2084 Avesta,> 1 000 kW,0.0,0.0
2018,2084 Avesta,Totalt,83.0,0.77
2018,2085 Ludvika,< 20 kW,40.0,0.34
2018,2085 Ludvika,20 kW - 1 000 kW,7.0,0.39
2018,2085 Ludvika,> 1 000 kW,0.0,0.0
2018,2085 Ludvika,Totalt,47.0,0.73
2018,2101 Ockelbo,< 20 kW,9.0,0.06
2018,2101 Ockelbo,20 kW - 1 000 kW,0.0,0.0
2018,2101 Ockelbo,> 1 000 kW,0.0,0.0
2018,2101 Ockelbo,Totalt,9.0,0.06
2018,2104 Hofors,< 20 kW,..,..
2018,2104 Hofors,20 kW - 1 000 kW,0.0,0.0
2018,2104 Hofors,> 1 000 kW,0.0,0.0
2018,2104 Hofors,Totalt,..,..
2018,2121 Ovanåker,< 20 kW,..,..
2018,2121 Ovanåker,20 kW - 1 000 kW,6.0,0.22
2018,2121 Ovanåker,> 1 000 kW,0.0,0.0
2018,2121 Ovanåker,Totalt,..,..
2018,2132 Nordanstig,< 20 kW,30.0,0.27
2018,2132 Nordanstig,20 kW - 1 000 kW,7.0,0.2
2018,2132 Nordanstig,> 1 000 kW,0.0,0.0
2018,2132 Nordanstig,Totalt,37.0,0.47
2018,2161 Ljusdal,< 20 kW,39.0,0.35
2018,2161 Ljusdal,20 kW - 1 000 kW,5.0,0.19
2018,2161 Ljusdal,> 1 000 kW,0.0,0.0
2018,2161 Ljusdal,Totalt,44.0,0.54
2018,2180 Gävle,< 20 kW,70.0,0.55
2018,2180 Gävle,20 kW - 1 000 kW,7.0,0.46
2018,2180 Gävle,> 1 000 kW,0.0,0.0
2018,2180 Gävle,Totalt,77.0,1.01
2018,2181 Sandviken,< 20 kW,32.0,0.22
2018,2181 Sandviken,20 kW - 1 000 kW,3.0,0.07
2018,2181 Sandviken,> 1 000 kW,0.0,0.0
2018,2181 Sandviken,Totalt,35.0,0.29
2018,2182 Söderhamn,< 20 kW,43.0,0.35
2018,2182 Söderhamn,20 kW - 1 000 kW,3.0,0.1
2018,2182 Söderhamn,> 1 000 kW,0.0,0.0
2018,2182 Söderhamn,Totalt,46.0,0.45
2018,2183 Bollnäs,< 20 kW,29.0,0.25
2018,2183 Bollnäs,20 kW - 1 000 kW,2.0,0.06
2018,2183 Bollnäs,> 1 000 kW,0.0,0.0
2018,2183 Bollnäs,Totalt,31.0,0.31
2018,2184 Hudiksvall,< 20 kW,111.0,1.04
2018,2184 Hudiksvall,20 kW - 1 000 kW,13.0,0.97
2018,2184 Hudiksvall,> 1 000 kW,0.0,0.0
2018,2184 Hudiksvall,Totalt,124.0,2.01
2018,2260 Ånge,< 20 kW,13.0,0.1
2018,2260 Ånge,20 kW - 1 000 kW,0.0,0.0
2018,2260 Ånge,> 1 000 kW,0.0,0.0
2018,2260 Ånge,Totalt,13.0,0.1
2018,2262 Timrå,< 20 kW,43.0,0.41
2018,2262 Timrå,20 kW - 1 000 kW,2.0,0.07
2018,2262 Timrå,> 1 000 kW,0.0,0.0
2018,2262 Timrå,Totalt,45.0,0.48
2018,2280 Härnösand,< 20 kW,39.0,0.31
2018,2280 Härnösand,20 kW - 1 000 kW,7.0,0.3
2018,2280 Härnösand,> 1 000 kW,0.0,0.0
2018,2280 Härnösand,Totalt,46.0,0.61
2018,2281 Sundsvall,< 20 kW,94.0,0.78
2018,2281 Sundsvall,20 kW - 1 000 kW,8.0,0.63
2018,2281 Sundsvall,> 1 000 kW,0.0,0.0
2018,2281 Sundsvall,Totalt,102.0,1.41
2018,2282 Kramfors,< 20 kW,33.0,0.31
2018,2282 Kramfors,20 kW - 1 000 kW,7.0,0.21
2018,2282 Kramfors,> 1 000 kW,0.0,0.0
2018,2282 Kramfors,Totalt,40.0,0.51
2018,2283 Sollefteå,< 20 kW,43.0,0.35
2018,2283 Sollefteå,20 kW - 1 000 kW,5.0,0.42
2018,2283 Sollefteå,> 1 000 kW,0.0,0.0
2018,2283 Sollefteå,Totalt,48.0,0.77
2018,2284 Örnsköldsvik,< 20 kW,68.0,0.58
2018,2284 Örnsköldsvik,20 kW - 1 000 kW,10.0,3.45
2018,2284 Örnsköldsvik,> 1 000 kW,0.0,0.0
2018,2284 Örnsköldsvik,Totalt,78.0,4.03
2018,2303 Ragunda,< 20 kW,13.0,0.09
2018,2303 Ragunda,20 kW - 1 000 kW,2.0,0.06
2018,2303 Ragunda,> 1 000 kW,0.0,0.0
2018,2303 Ragunda,Totalt,15.0,0.15
2018,2305 Bräcke,< 20 kW,31.0,0.29
2018,2305 Bräcke,20 kW - 1 000 kW,2.0,0.05
2018,2305 Bräcke,> 1 000 kW,0.0,0.0
2018,2305 Bräcke,Totalt,33.0,0.34
2018,2309 Krokom,< 20 kW,62.0,0.61
2018,2309 Krokom,20 kW - 1 000 kW,22.0,0.72
2018,2309 Krokom,> 1 000 kW,0.0,0.0
2018,2309 Krokom,Totalt,84.0,1.33
2018,2313 Strömsund,< 20 kW,17.0,0.15
2018,2313 Strömsund,20 kW - 1 000 kW,4.0,0.11
2018,2313 Strömsund,> 1 000 kW,0.0,0.0
2018,2313 Strömsund,Totalt,21.0,0.26
2018,2321 Åre,< 20 kW,58.0,0.55
2018,2321 Åre,20 kW - 1 000 kW,12.0,0.41
2018,2321 Åre,> 1 000 kW,0.0,0.0
2018,2321 Åre,Totalt,70.0,0.96
2018,2326 Berg,< 20 kW,59.0,0.46
2018,2326 Berg,20 kW - 1 000 kW,13.0,0.31
2018,2326 Berg,> 1 000 kW,0.0,0.0
2018,2326 Berg,Totalt,72.0,0.76
2018,2361 Härjedalen,< 20 kW,37.0,0.36
2018,2361 Härjedalen,20 kW - 1 000 kW,5.0,0.13
2018,2361 Härjedalen,> 1 000 kW,0.0,0.0
2018,2361 Härjedalen,Totalt,42.0,0.49
2018,2380 Östersund,< 20 kW,176.0,1.49
2018,2380 Östersund,20 kW - 1 000 kW,36.0,1.22
2018,2380 Östersund,> 1 000 kW,0.0,0.0
2018,2380 Östersund,Totalt,212.0,2.7
2018,2401 Nordmaling,< 20 kW,13.0,0.11
2018,2401 Nordmaling,20 kW - 1 000 kW,0.0,0.0
2018,2401 Nordmaling,> 1 000 kW,0.0,0.0
2018,2401 Nordmaling,Totalt,13.0,0.11
2018,2403 Bjurholm,< 20 kW,..,..
2018,2403 Bjurholm,20 kW - 1 000 kW,0.0,0.0
2018,2403 Bjurholm,> 1 000 kW,0.0,0.0
2018,2403 Bjurholm,Totalt,..,..
2018,2404 Vindeln,< 20 kW,..,..
2018,2404 Vindeln,20 kW - 1 000 kW,..,..
2018,2404 Vindeln,> 1 000 kW,0.0,0.0
2018,2404 Vindeln,Totalt,..,..
2018,2409 Robertsfors,< 20 kW,7.0,0.06
2018,2409 Robertsfors,20 kW - 1 000 kW,1.0,0.02
2018,2409 Robertsfors,> 1 000 kW,0.0,0.0
2018,2409 Robertsfors,Totalt,8.0,0.08
2018,2417 Norsjö,< 20 kW,2.0,0.01
2018,2417 Norsjö,20 kW - 1 000 kW,0.0,0.0
2018,2417 Norsjö,> 1 000 kW,0.0,0.0
2018,2417 Norsjö,Totalt,2.0,0.01
2018,2418 Malå,< 20 kW,0.0,0.0
2018,2418 Malå,20 kW - 1 000 kW,0.0,0.0
2018,2418 Malå,> 1 000 kW,0.0,0.0
2018,2418 Malå,Totalt,0.0,0.0
2018,2421 Storuman,< 20 kW,..,..
2018,2421 Storuman,20 kW - 1 000 kW,0.0,0.0
2018,2421 Storuman,> 1 000 kW,0.0,0.0
2018,2421 Storuman,Totalt,..,..
2018,2422 Sorsele,< 20 kW,..,..
2018,2422 Sorsele,20 kW - 1 000 kW,0.0,0.0
2018,2422 Sorsele,> 1 000 kW,0.0,0.0
2018,2422 Sorsele,Totalt,..,..
2018,2425 Dorotea,< 20 kW,0.0,0.0
2018,2425 Dorotea,20 kW - 1 000 kW,0.0,0.0
2018,2425 Dorotea,> 1 000 kW,0.0,0.0
2018,2425 Dorotea,Totalt,0.0,0.0
2018,2460 Vännäs,< 20 kW,14.0,0.14
2018,2460 Vännäs,20 kW - 1 000 kW,0.0,0.0
2018,2460 Vännäs,> 1 000 kW,0.0,0.0
2018,2460 Vännäs,Totalt,14.0,0.14
2018,2462 Vilhelmina,< 20 kW,7.0,0.05
2018,2462 Vilhelmina,20 kW - 1 000 kW,0.0,0.0
2018,2462 Vilhelmina,> 1 000 kW,0.0,0.0
2018,2462 Vilhelmina,Totalt,7.0,0.05
2018,2463 Åsele,< 20 kW,..,..
2018,2463 Åsele,20 kW - 1 000 kW,..,..
2018,2463 Åsele,> 1 000 kW,0.0,0.0
2018,2463 Åsele,Totalt,..,..
2018,2480 Umeå,< 20 kW,113.0,0.75
2018,2480 Umeå,20 kW - 1 000 kW,29.0,1.51
2018,2480 Umeå,> 1 000 kW,0.0,0.0
2018,2480 Umeå,Totalt,142.0,2.27
2018,2481 Lycksele,< 20 kW,0.0,0.0
2018,2481 Lycksele,20 kW - 1 000 kW,0.0,0.0
